srcplate384	srcwell384	srcplate96	srcwell96	mass	destplate1	destwell1	destplate2	destwell2	destplate3	destwell3	destplate4	destwell4	destplate5	destwell5	destplate6	destwell6	destplate7	destwell7	destplate8	destwell8	destplate9	destwell9	destplate10	destwell10
CDIQ0165	O04	CDIV0166	H02	419.0940	V64A	P02	V64A	O09	V64A	I13	V64A	M18	V64A	O23	V64B	P05	V64B	G08	V64B	L13	V64B	B18	RO	1
CDIQ0165	B04	CDIV0168	A02	389.0787	V64A	M02	V64A	K09	V64A	M13	V64A	G18	V64A	B23	V64B	H05	V64B	K10	V64B	F14	V64B	J19	RB	1
CDIQ0165	D04	CDIV0168	B02	377.1376	V64A	B03	V64A	F09	V64A	D15	V64A	C20	V64B	B01	V64B	M01	V64B	H10	V64B	F14	V64B	H22	RD	1
CDIQ0165	F04	CDIV0168	C02	354.9956	V64A	H04	V64A	K10	V64A	N13	V64A	K16	V64A	P21	V64B	J04	V64B	E11	V64B	O12	V64B	C17	RF	1
CDIQ0165	H04	CDIV0168	D02	250.1218	V64A	I03	V64A	E08	V64A	M11	V64A	P16	V64A	C22	V64B	E03	V64B	A09	V64B	O14	V64B	H17	RH	1
CDIQ0165	J04	CDIV0168	E02	357.1841	V64A	B01	V64A	D07	V64A	L13	V64A	N20	V64A	J21	V64B	N06	V64B	O07	V64B	I16	V64B	K19	RJ	1
CDIQ0165	L04	CDIV0168	F02	301.1215	V64A	C04	V64A	K06	V64A	A13	V64A	A18	V64A	B24	V64B	N05	V64B	C09	V64B	H16	V64B	H17	RL	1
CDIQ0165	N04	CDIV0168	G02	290.1015	V64A	J03	V64A	E08	V64A	A12	V64A	H19	V64A	F23	V64B	G03	V64B	K08	V64B	J11	V64B	B18	RN	1
CDIQ0165	P04	CDIV0168	H02	444.1191	V64A	J01	V64A	F09	V64A	G11	V64A	P15	V64A	H23	V64B	O05	V64B	K08	V64B	J11	V64B	B19	RP	1
CDIQ0165	A05	CDIV0165	A03	391.1644	V64A	F01	V64A	L06	V64A	F16	V64A	K17	V64A	L24	V64B	P06	V64B	H09	V64B	I11	V64B	I20	RA	1
CDIQ0165	C05	CDIV0165	B03	367.2220	V64A	D01	V64A	A08	V64A	E13	V64A	B18	V64A	O21	V64B	E03	V64B	P09	V64B	O14	V64B	L19	RC	1
CDIQ0165	E05	CDIV0165	C03	394.2329	V64A	B05	V64A	G10	V64A	C11	V64A	M17	V64B	H01	V64B	N06	V64B	D07	V64B	N11	V64B	D21	RE	1
CDIQ0165	G05	CDIV0165	D03	453.2125	V64A	G04	V64A	J06	V64A	D12	V64A	N19	V64A	A21	V64B	K05	V64B	M07	V64B	N11	V64B	D19	RG	1
CDIQ0165	I05	CDIV0165	E03	399.1907	V64A	P03	V64A	G07	V64A	G14	V64A	K15	V64A	N24	V64B	F06	V64B	E07	V64B	G13	V64B	M19	RI	1
CDIQ0165	K05	CDIV0165	F03	444.2485	V64A	H06	V64A	M07	V64A	H16	V64A	O17	V64A	O22	V64B	J05	V64B	A10	V64B	M12	V64B	F18	RK	1
CDIQ0165	M05	CDIV0165	G03	369.1237	V64A	B05	V64A	G07	V64A	F11	V64A	J18	V64A	N22	V64B	E04	V64B	B08	V64B	A13	V64B	F18	RM	1
CDIQ0165	O05	CDIV0165	H03	428.2172	V64A	L02	V64A	B07	V64A	M13	V64A	P16	V64B	B02	V64B	J05	V64B	B12	V64B	C15	V64B	D22	RO	1
CDIQ0165	B05	CDIV0167	A03	401.0739	V64A	F01	V64A	K05	V64A	K14	V64A	O17	V64A	C21	V64B	D05	V64B	A07	V64B	C14	V64B	N18	RB	1
CDIQ0165	D05	CDIV0167	B03	323.1798	V64A	F01	V64A	K05	V64A	D11	V64A	N20	V64A	N22	V64B	L04	V64B	J08	V64B	C16	V64B	E21	RD	1
CDIQ0165	F05	CDIV0167	C03	403.0332	V64A	F06	V64A	K09	V64A	F15	V64A	M19	V64B	H01	V64B	N01	V64B	J08	V64B	O13	V64B	H18	RF	1
CDIQ0165	H05	CDIV0167	D03	307.1321	V64A	C01	V64A	J08	V64A	D16	V64A	N18	V64A	B24	V64B	L03	V64B	C07	V64B	L13	V64B	A21	RH	1
CDIQ0165	J05	CDIV0167	E03	267.1372	V64A	A02	V64A	N09	V64A	B14	V64A	N16	V64A	A24	V64B	I02	V64B	D09	V64B	D16	V64B	E17	RJ	1
CDIQ0165	L05	CDIV0167	F03	359.1201	V64A	K04	V64A	E09	V64A	L13	V64A	O17	V64A	J24	V64B	D03	V64B	F07	V64B	M12	V64B	D19	RL	1
CDIQ0165	N05	CDIV0167	G03	367.1896	V64A	G05	V64A	F08	V64A	I12	V64A	H17	V64B	H02	V64B	F05	V64B	G07	V64B	J14	V64B	I19	RN	1
CDIQ0165	P05	CDIV0167	H03	319.1121	V64A	I03	V64A	N08	V64A	I13	V64A	M15	V64B	H01	V64B	I01	V64B	D11	V64B	F13	V64B	B17	RP	1
CDIQ0165	A06	CDIV0166	A03	493.1849	V64A	J01	V64A	N07	V64A	N13	V64A	N18	V64A	K22	V64B	I05	V64B	A09	V64B	B13	V64B	J20	RA	1
CDIQ0165	C06	CDIV0166	B03	384.1586	V64A	A01	V64A	P09	V64A	B15	V64A	G19	V64A	M24	V64B	P06	V64B	P07	V64B	K11	V64B	B21	RC	1
CDIQ0165	E06	CDIV0166	C03	452.2060	V64A	B03	V64A	L08	V64A	L11	V64A	H20	V64A	G21	V64B	N03	V64B	C09	V64B	J15	V64B	L20	RE	1
CDIQ0165	G06	CDIV0166	D03	204.0786	V64A	G01	V64A	L05	V64A	C15	V64A	N16	V64B	C01	V64B	M02	V64B	E10	V64B	J16	V64B	H18	RG	1
CDIQ0165	I06	CDIV0166	E03	268.1212	V64A	N03	V64A	P05	V64A	L13	V64A	A20	V64A	P24	V64B	O06	V64B	D09	V64B	M12	V64B	P20	RI	1
CDIQ0165	K06	CDIV0166	F03	331.0514	V64A	F04	V64A	I10	V64A	G16	V64A	A18	V64B	D01	V64B	P02	V64B	A09	V64B	C16	V64B	D18	RK	1
CDIQ0165	M06	CDIV0166	G03	213.0902	V64A	H01	V64A	A07	V64A	K12	V64A	J19	V64A	P24	V64B	L03	V64B	M08	V64B	M11	V64B	G21	RM	1
CDIQ0165	O06	CDIV0166	H03	271.9949	V64A	E02	V64A	C10	V64A	D15	V64A	O19	V64B	E01	V64B	E06	V64B	B12	V64B	I13	V64B	B17	RO	1
CDIQ0165	B06	CDIV0168	A03	296.1273	V64A	H02	V64A	N10	V64A	N11	V64A	G19	V64A	L24	V64B	K05	V64B	I07	V64B	N14	V64B	E18	RB	1
CDIQ0165	D06	CDIV0168	B03	361.0845	V64A	G06	V64A	E09	V64A	F14	V64A	O15	V64A	H23	V64B	O02	V64B	E10	V64B	L15	V64B	A21	RD	1
CDIQ0165	F06	CDIV0168	C03	307.0198	V64A	C05	V64A	P10	V64A	G15	V64A	N20	V64A	J23	V64B	G03	V64B	B08	V64B	N16	V64B	E20	RF	1
CDIQ0165	H06	CDIV0168	D03	334.0291	V64A	A02	V64A	J08	V64A	K14	V64A	N15	V64A	C23	V64B	N05	V64B	B10	V64B	B15	V64B	G22	RH	1
CDIQ0165	J06	CDIV0168	E03	314.0837	V64A	B04	V64A	J05	V64A	K12	V64A	B20	V64A	H21	V64B	P01	V64B	F12	V64B	J11	V64B	H20	RJ	1
CDIQ0165	L06	CDIV0168	F03	330.0787	V64A	L01	V64A	J10	V64A	B16	V64A	P18	V64A	G22	V64B	N04	V64B	I08	V64B	F15	V64B	C21	RL	1
CDIQ0165	N06	CDIV0168	G03	306.0245	V64A	A02	V64A	A10	V64A	A11	V64A	F20	V64A	A22	V64B	L06	V64B	P07	V64B	L15	V64B	M18	RN	1
CDIQ0165	P06	CDIV0168	H03	342.0342	V64A	F02	V64A	J06	V64A	P14	V64A	D19	V64B	H01	V64B	B06	V64B	C11	V64B	K13	V64B	G18	RP	1
CDIQ0165	A07	CDIV0165	A04	305.1852	V64A	P01	V64A	M07	V64A	O11	V64A	F20	V64A	M22	V64B	O06	V64B	L10	V64B	K13	V64B	E21	RA	1
CDIQ0165	C07	CDIV0165	B04	279.1695	V64A	G06	V64A	K06	V64A	G11	V64A	D19	V64A	F22	V64B	F03	V64B	D10	V64B	H15	V64B	K18	RC	1
CDIQ0165	E07	CDIV0165	C04	458.2642	V64A	F05	V64A	I09	V64A	A11	V64A	L15	V64A	F21	V64B	F03	V64B	F07	V64B	D14	V64B	G18	RE	1
CDIQ0165	G07	CDIV0165	D04	359.1594	V64A	K01	V64A	H07	V64A	B13	V64A	F17	V64A	E23	V64B	P04	V64B	L09	V64B	P13	V64B	I19	RG	1
CDIQ0165	I07	CDIV0165	E04	406.1529	V64A	J02	V64A	H09	V64A	I11	V64A	O15	V64A	A23	V64B	O04	V64B	O08	V64B	G15	V64B	P17	RI	1
CDIQ0165	K07	CDIV0165	F04	201.0790	V64A	M02	V64A	O05	V64A	M12	V64A	L16	V64A	L21	V64B	K03	V64B	N08	V64B	C16	V64B	F22	RK	1
CDIQ0165	M07	CDIV0165	G04	330.1368	V64A	G01	V64A	F09	V64A	O14	V64A	J16	V64B	B02	V64B	I05	V64B	A07	V64B	P13	V64B	I20	RM	1
CDIQ0165	O07	CDIV0165	H04	333.1477	V64A	B02	V64A	I06	V64A	I14	V64A	K20	V64A	P22	V64B	M01	V64B	J09	V64B	A15	V64B	L20	RO	1
CDIQ0165	B07	CDIV0167	A04	345.1113	V64A	H02	V64A	M07	V64A	G16	V64A	I19	V64A	K24	V64B	J02	V64B	H07	V64B	N12	V64B	K18	RB	1
CDIQ0165	D07	CDIV0167	B04	268.0572	V64A	B04	V64A	O10	V64A	G15	V64A	A19	V64A	L23	V64B	O05	V64B	L07	V64B	J15	V64B	H20	RD	1
CDIQ0165	F07	CDIV0167	C04	290.1168	V64A	H05	V64A	I09	V64A	J12	V64A	E18	V64A	G24	V64B	P01	V64B	A12	V64B	P11	V64B	J20	RF	1
CDIQ0165	H07	CDIV0167	D04	204.1123	V64A	D02	V64A	K06	V64A	L13	V64A	K20	V64A	P21	V64B	K03	V64B	F12	V64B	M15	V64B	G18	RH	1
CDIQ0165	J07	CDIV0167	E04	310.1681	V64A	N01	V64A	I06	V64A	K14	V64A	C17	V64A	I22	V64B	B06	V64B	F08	V64B	I13	V64B	I20	RJ	1
CDIQ0165	L07	CDIV0167	F04	375.1343	V64A	C01	V64A	A08	V64A	M13	V64A	F19	V64A	K23	V64B	O04	V64B	G10	V64B	G13	V64B	K20	RL	1
CDIQ0165	N07	CDIV0167	G04	315.0371	V64A	H03	V64A	G09	V64A	B11	V64A	F20	V64B	G01	V64B	L06	V64B	A07	V64B	H16	V64B	D20	RN	1
CDIQ0165	P07	CDIV0167	H04	278.0779	V64A	K01	V64A	L07	V64A	O14	V64A	J19	V64A	E24	V64B	F04	V64B	M08	V64B	M15	V64B	P20	RP	1
CDIQ0165	A08	CDIV0166	A04	321.1801	V64A	F05	V64A	P10	V64A	L11	V64A	P17	V64B	F02	V64B	B03	V64B	L10	V64B	K14	V64B	J17	RA	1
CDIQ0165	C08	CDIV0166	B04	404.2536	V64A	P02	V64A	D09	V64A	G14	V64A	P16	V64A	F23	V64B	M02	V64B	O07	V64B	I12	V64B	C18	RC	1
CDIQ0165	E08	CDIV0166	C04	481.2801	V64A	G02	V64A	I05	V64A	J11	V64A	K17	V64B	E01	V64B	B05	V64B	M07	V64B	M14	V64B	D20	RE	1
CDIQ0165	G08	CDIV0166	D04	322.1753	V64A	O04	V64A	P09	V64A	H11	V64A	C17	V64A	P21	V64B	A04	V64B	H10	V64B	E13	V64B	F19	RG	1
CDIQ0165	I08	CDIV0166	E04	435.2594	V64A	K03	V64A	I07	V64A	G12	V64A	O15	V64A	I23	V64B	O01	V64B	K10	V64B	G14	V64B	L19	RI	1
CDIQ0165	K08	CDIV0166	F04	359.1580	V64A	C02	V64A	A10	V64A	F14	V64A	I17	V64B	C02	V64B	N02	V64B	C11	V64B	D15	V64B	H17	RK	1
CDIQ0165	M08	CDIV0166	G04	386.1518	V64A	I02	V64A	J10	V64A	P12	V64A	K15	V64A	J23	V64B	E05	V64B	H08	V64B	K14	V64B	I19	RM	1
CDIQ0165	O08	CDIV0166	H04	325.0715	V64A	E06	V64A	E10	V64A	K13	V64A	G19	V64A	C23	V64B	L01	V64B	A08	V64B	O16	V64B	O20	RO	1
CDIQ0165	B08	CDIV0168	A04	338.0837	V64A	M02	V64A	G07	V64A	D14	V64A	B17	V64A	A24	V64B	G03	V64B	F09	V64B	J15	V64B	L20	RB	1
CDIQ0165	D08	CDIV0168	B04	314.0296	V64A	B04	V64A	O08	V64A	K13	V64A	H18	V64A	C24	V64B	D04	V64B	F12	V64B	O15	V64B	H18	RD	1
CDIQ0165	F08	CDIV0168	C04	382.1100	V64A	E03	V64A	C09	V64A	O14	V64A	O18	V64A	F24	V64B	E04	V64B	K07	V64B	L15	V64B	B19	RF	1
CDIQ0165	H08	CDIV0168	D04	311.1158	V64A	D04	V64A	E08	V64A	F15	V64A	G17	V64B	G02	V64B	B06	V64B	G07	V64B	F13	V64B	I20	RH	1
CDIQ0165	J08	CDIV0168	E04	309.1365	V64A	F04	V64A	H09	V64A	N14	V64A	B18	V64A	N22	V64B	C04	V64B	F11	V64B	P13	V64B	H19	RJ	1
CDIQ0165	L08	CDIV0168	F04	329.0819	V64A	H06	V64A	L10	V64A	I14	V64A	O18	V64A	O24	V64B	I01	V64B	N09	V64B	M14	V64B	A20	RL	1
CDIQ0165	N08	CDIV0168	G04	323.1521	V64A	K01	V64A	L10	V64A	J11	V64A	I16	V64A	A23	V64B	L05	V64B	D10	V64B	J14	V64B	F21	RN	1
CDIQ0165	P08	CDIV0168	H04	193.0409	V64A	F01	V64A	P08	V64A	E11	V64A	C18	V64A	K24	V64B	I04	V64B	G12	V64B	J15	V64B	B17	RP	1
CDIQ0165	A09	CDIV0165	A05	239.0946	V64A	F01	V64A	H09	V64A	E14	V64A	I16	V64A	P22	V64B	A04	V64B	C07	V64B	O12	V64B	K20	RA	1
CDIQ0165	C09	CDIV0165	B05	336.0666	V64A	A01	V64A	G09	V64A	N11	V64A	F19	V64A	G23	V64B	G06	V64B	C12	V64B	M13	V64B	D21	RC	1
CDIQ0165	E09	CDIV0165	C05	403.1508	V64A	O02	V64A	P07	V64A	E14	V64A	O16	V64A	M22	V64B	P04	V64B	N08	V64B	A14	V64B	A22	RE	1
CDIQ0165	G09	CDIV0165	D05	322.1317	V64A	P04	V64A	O05	V64A	H14	V64A	M19	V64A	C23	V64B	M01	V64B	P07	V64B	E16	V64B	P19	RG	1
CDIQ0165	I09	CDIV0165	E05	335.0728	V64A	K02	V64A	D09	V64A	L11	V64A	P16	V64A	E21	V64B	K05	V64B	C07	V64B	C14	V64B	K19	RI	1
CDIQ0165	K09	CDIV0165	F05	265.1103	V64A	E04	V64A	J05	V64A	D16	V64A	B20	V64A	L22	V64B	G03	V64B	H09	V64B	B13	V64B	E17	RK	1
CDIQ0165	M09	CDIV0165	G05	280.0848	V64A	B02	V64A	L06	V64A	B11	V64A	F20	V64A	H22	V64B	J03	V64B	D08	V64B	I15	V64B	E22	RM	1
CDIQ0165	O09	CDIV0165	H05	333.1801	V64A	M04	V64A	I07	V64A	E13	V64A	M15	V64A	N21	V64B	F04	V64B	D11	V64B	F15	V64B	O18	RO	1
CDIQ0165	B09	CDIV0167	A05	354.1092	V64A	G05	V64A	I08	V64A	F11	V64A	B17	V64B	A02	V64B	C04	V64B	O09	V64B	F15	V64B	B18	RB	1
CDIQ0165	D09	CDIV0167	B05	369.0606	V64A	J03	V64A	A10	V64A	H13	V64A	F20	V64A	I24	V64B	N06	V64B	N10	V64B	M14	V64B	P17	RD	1
CDIQ0165	F09	CDIV0167	C05	376.0551	V64A	D02	V64A	K09	V64A	M14	V64A	B20	V64A	I22	V64B	I02	V64B	E08	V64B	P12	V64B	F19	RF	1
CDIQ0165	H09	CDIV0167	D05	432.1177	V64A	N02	V64A	D09	V64A	J11	V64A	H20	V64A	D22	V64B	O04	V64B	L09	V64B	H13	V64B	F18	RH	1
CDIQ0165	J09	CDIV0167	E05	461.1812	V64A	K02	V64A	J06	V64A	E11	V64A	O17	V64A	M23	V64B	O03	V64B	O10	V64B	C13	V64B	D22	RJ	1
CDIQ0165	L09	CDIV0167	F05	377.2216	V64A	M03	V64A	O10	V64A	L13	V64A	P20	V64A	L21	V64B	O01	V64B	K08	V64B	I11	V64B	K17	RL	1
CDIQ0165	N09	CDIV0167	G05	253.0407	V64A	F05	V64A	O07	V64A	B13	V64A	K17	V64B	E02	V64B	M06	V64B	N07	V64B	K12	V64B	O20	RN	1
CDIQ0165	P09	CDIV0167	H05	287.0946	V64A	A03	V64A	D09	V64A	A12	V64A	E20	V64B	E01	V64B	J05	V64B	P10	V64B	M16	V64B	P18	RP	1
CDIQ0165	A10	CDIV0166	A05	332.1177	V64A	P01	V64A	M06	V64A	C14	V64A	N20	V64A	K23	V64B	C05	V64B	L09	V64B	J13	V64B	D19	RA	1
CDIQ0165	C10	CDIV0166	B05	334.0606	V64A	O01	V64A	N10	V64A	B15	V64A	N19	V64A	C24	V64B	J03	V64B	G08	V64B	N14	V64B	N20	RC	1
CDIQ0165	E10	CDIV0166	C05	276.0551	V64A	F02	V64A	P07	V64A	L13	V64A	M20	V64A	L24	V64B	N02	V64B	D09	V64B	I11	V64B	I17	RE	1
CDIQ0165	G10	CDIV0166	D05	351.9838	V64A	A02	V64A	A10	V64A	P11	V64A	I18	V64A	N21	V64B	P01	V64B	B12	V64B	I12	V64B	B22	RG	1
CDIQ0165	I10	CDIV0166	E05	438.0861	V64A	D06	V64A	M10	V64A	J11	V64A	C18	V64A	F23	V64B	G05	V64B	N08	V64B	F13	V64B	N19	RI	1
CDIQ0165	K10	CDIV0166	F05	165.0651	V64A	J03	V64A	A09	V64A	D11	V64A	M15	V64B	B02	V64B	E03	V64B	K10	V64B	G14	V64B	D18	RK	1
CDIQ0165	M10	CDIV0166	G05	354.1844	V64A	A05	V64A	A09	V64A	M12	V64A	F20	V64A	M24	V64B	D04	V64B	C07	V64B	G13	V64B	O18	RM	1
CDIQ0165	O10	CDIV0166	H05	237.1266	V64A	L02	V64A	H08	V64A	G16	V64A	O16	V64B	E01	V64B	I04	V64B	F07	V64B	H15	V64B	C22	RO	1
CDIQ0165	B10	CDIV0168	A05	262.0987	V64A	A05	V64A	C07	V64A	E11	V64A	P18	V64A	H21	V64B	I05	V64B	B12	V64B	N11	V64B	G21	RB	1
CDIQ0165	D10	CDIV0168	B05	310.0657	V64A	M04	V64A	P08	V64A	F13	V64A	A19	V64A	M24	V64B	F04	V64B	B09	V64B	I14	V64B	D20	RD	1
CDIQ0165	F10	CDIV0168	C05	323.0053	V64A	J02	V64A	N09	V64A	P13	V64A	L19	V64A	D24	V64B	D03	V64B	H12	V64B	K14	V64B	N20	RF	1
CDIQ0165	H10	CDIV0168	D05	365.0522	V64A	P04	V64A	I09	V64A	E12	V64A	A18	V64A	L23	V64B	E03	V64B	N10	V64B	O11	V64B	P18	RH	1
CDIQ0165	J10	CDIV0168	E05	466.1920	V64A	J04	V64A	A07	V64A	D12	V64A	E20	V64A	P24	V64B	I03	V64B	B07	V64B	L16	V64B	F21	RJ	1
CDIQ0165	L10	CDIV0168	F05	215.0728	V64A	N03	V64A	G10	V64A	I13	V64A	N19	V64A	O21	V64B	O02	V64B	P08	V64B	K13	V64B	A17	RL	1
CDIQ0165	N10	CDIV0168	G05	136.0497	V64A	L02	V64A	L07	V64A	M12	V64A	F19	V64A	C23	V64B	I02	V64B	O09	V64B	P16	V64B	N20	RN	1
CDIQ0165	P10	CDIV0168	H05	234.0375	V64A	O01	V64A	D08	V64A	N14	V64A	N16	V64B	C01	V64B	M06	V64B	H07	V64B	K16	V64B	N20	RP	1
CDIQ0165	A11	CDIV0165	A06	367.2008	V64A	F04	V64A	J05	V64A	I12	V64A	C20	V64A	M22	V64B	M04	V64B	H09	V64B	J13	V64B	C22	RA	1
CDIQ0165	C11	CDIV0165	B06	383.1957	V64A	I02	V64A	D07	V64A	G11	V64A	P19	V64A	K23	V64B	I05	V64B	B07	V64B	L16	V64B	E17	RC	1
CDIQ0165	E11	CDIV0165	C06	347.1957	V64A	I04	V64A	J10	V64A	E13	V64A	D20	V64A	G21	V64B	J03	V64B	G07	V64B	J14	V64B	F22	RE	1
CDIQ0165	G11	CDIV0165	D06	238.0500	V64A	A05	V64A	I07	V64A	D11	V64A	B18	V64A	I23	V64B	O06	V64B	D10	V64B	F14	V64B	F22	RG	1
CDIQ0165	I11	CDIV0165	E06	339.1484	V64A	H05	V64A	L08	V64A	F11	V64A	H17	V64A	K21	V64B	E06	V64B	L07	V64B	H13	V64B	C22	RI	1
CDIQ0165	K11	CDIV0165	F06	372.2062	V64A	E06	V64A	C08	V64A	O14	V64A	J20	V64B	C01	V64B	P06	V64B	E09	V64B	D16	V64B	H17	RK	1
CDIQ0165	M11	CDIV0165	G06	140.0586	V64A	P04	V64A	D08	V64A	N11	V64A	F18	V64A	C22	V64B	L05	V64B	I10	V64B	M12	V64B	P18	RM	1
CDIQ0165	O11	CDIV0165	H06	234.0939	V64A	E04	V64A	J05	V64A	H15	V64A	L20	V64B	G01	V64B	C04	V64B	F10	V64B	P15	V64B	L19	RO	1
CDIQ0165	B11	CDIV0167	A06	301.1103	V64A	G04	V64A	P08	V64A	A13	V64A	J20	V64A	B23	V64B	M05	V64B	I07	V64B	F13	V64B	K20	RB	1
CDIQ0165	D11	CDIV0167	B06	303.0895	V64A	O03	V64A	D09	V64A	O11	V64A	I18	V64A	E24	V64B	C03	V64B	J10	V64B	M12	V64B	F21	RD	1
CDIQ0165	F11	CDIV0167	C06	364.1913	V64A	B01	V64A	P06	V64A	I11	V64A	L15	V64A	L23	V64B	K03	V64B	E11	V64B	J11	V64B	N20	RF	1
CDIQ0165	H11	CDIV0167	D06	182.9909	V64A	L01	V64A	O10	V64A	L11	V64A	A19	V64B	A01	V64B	P02	V64B	H08	V64B	L15	V64B	O20	RH	1
CDIQ0165	J11	CDIV0167	E06	198.0144	V64A	J04	V64A	J08	V64A	G16	V64A	F20	V64A	C21	V64B	D03	V64B	H07	V64B	E15	V64B	H19	RJ	1
CDIQ0165	L11	CDIV0167	F06	305.0214	V64A	A03	V64A	L05	V64A	D14	V64A	M19	V64A	C21	V64B	C06	V64B	G10	V64B	F14	V64B	P20	RL	1
CDIQ0165	N11	CDIV0167	G06	305.0214	V64A	H04	V64A	K10	V64A	A11	V64A	G18	V64A	K21	V64B	L05	V64B	I10	V64B	L13	V64B	B19	RN	1
CDIQ0165	P11	CDIV0167	H06	307.0104	V64A	B06	V64A	O06	V64A	K12	V64A	B20	V64B	C01	V64B	L03	V64B	E12	V64B	D15	V64B	C20	RP	1
CDIQ0165	A12	CDIV0166	A06	253.1215	V64A	I01	V64A	O06	V64A	H15	V64A	N18	V64A	A21	V64B	I01	V64B	E07	V64B	M15	V64B	J19	RA	1
CDIQ0165	C12	CDIV0166	B06	378.2056	V64A	L02	V64A	N10	V64A	C15	V64A	I20	V64A	P24	V64B	L04	V64B	K09	V64B	J13	V64B	D21	RC	1
CDIQ0165	E12	CDIV0166	C06	369.1590	V64A	E02	V64A	M07	V64A	H15	V64A	C19	V64A	L21	V64B	H03	V64B	D08	V64B	I12	V64B	E22	RE	1
CDIQ0165	G12	CDIV0166	D06	246.0728	V64A	P01	V64A	O07	V64A	N11	V64A	A17	V64A	D24	V64B	G03	V64B	B12	V64B	D15	V64B	D20	RG	1
CDIQ0165	I12	CDIV0166	E06	248.0521	V64A	M03	V64A	I08	V64A	B15	V64A	A18	V64A	C21	V64B	E05	V64B	B10	V64B	P11	V64B	A19	RI	1
CDIQ0165	K12	CDIV0166	F06	280.0572	V64A	J03	V64A	O05	V64A	G14	V64A	P18	V64A	N21	V64B	B05	V64B	D10	V64B	P12	V64B	B22	RK	1
CDIQ0165	M12	CDIV0166	G06	192.1011	V64A	C06	V64A	F10	V64A	A13	V64A	M15	V64A	B21	V64B	P05	V64B	P10	V64B	M12	V64B	C22	RM	1
CDIQ0165	O12	CDIV0166	H06	194.0804	V64A	F01	V64A	G09	V64A	A16	V64A	I20	V64B	A02	V64B	H04	V64B	H12	V64B	J12	V64B	P17	RO	1
CDIQ0165	B12	CDIV0168	A06	273.0379	V64A	F05	V64A	J05	V64A	I13	V64A	A17	V64B	F02	V64B	J06	V64B	L08	V64B	L15	V64B	H18	RB	1
CDIQ0165	D12	CDIV0168	B06	387.0357	V64A	C01	V64A	M07	V64A	G15	V64A	I16	V64A	C22	V64B	K06	V64B	K10	V64B	F14	V64B	I17	RD	1
CDIQ0165	F12	CDIV0168	C06	399.0557	V64A	E01	V64A	D10	V64A	J14	V64A	F19	V64B	E02	V64B	N02	V64B	G10	V64B	A16	V64B	G20	RF	1
CDIQ0165	H12	CDIV0168	D06	317.1110	V64A	D05	V64A	B10	V64A	I11	V64A	G17	V64A	M23	V64B	K01	V64B	C11	V64B	P13	V64B	E22	RH	1
CDIQ0165	J12	CDIV0168	E06	349.0997	V64A	B02	V64A	H09	V64A	L13	V64A	N19	V64A	F23	V64B	K04	V64B	I07	V64B	A15	V64B	G18	RJ	1
CDIQ0165	L12	CDIV0168	F06	329.1310	V64A	B06	V64A	P09	V64A	H12	V64A	O15	V64B	E01	V64B	K03	V64B	F08	V64B	I16	V64B	O17	RL	1
CDIQ0165	N12	CDIV0168	G06	379.0739	V64A	M01	V64A	L05	V64A	H11	V64A	A19	V64A	O21	V64B	H04	V64B	P08	V64B	N12	V64B	F18	RN	1
CDIQ0165	P12	CDIV0168	H06	306.0939	V64A	H03	V64A	K09	V64A	J14	V64A	M19	V64A	D21	V64B	F04	V64B	C11	V64B	G16	V64B	C21	RP	1
CDIQ0165	A13	CDIV0165	A07	358.1100	V64A	F05	V64A	L06	V64A	A12	V64A	E17	V64A	A24	V64B	O06	V64B	H07	V64B	P15	V64B	P20	RA	1
CDIQ0165	C13	CDIV0165	B07	304.0453	V64A	K03	V64A	L08	V64A	K12	V64A	A20	V64A	M23	V64B	P06	V64B	N08	V64B	G15	V64B	O20	RC	1
CDIQ0165	E13	CDIV0165	C07	436.0585	V64A	E04	V64A	I09	V64A	I14	V64A	H20	V64A	P22	V64B	O04	V64B	B08	V64B	D15	V64B	G20	RE	1
CDIQ0165	G13	CDIV0165	D07	480.0847	V64A	C02	V64A	O09	V64A	C11	V64A	B19	V64B	F02	V64B	O06	V64B	N09	V64B	M16	V64B	O18	RG	1
CDIQ0165	I13	CDIV0165	E07	492.0847	V64A	J04	V64A	D10	V64A	D13	V64A	L15	V64A	M21	V64B	C04	V64B	C07	V64B	C15	V64B	G20	RI	1
CDIQ0165	K13	CDIV0165	F07	334.0787	V64A	E05	V64A	G07	V64A	O13	V64A	P17	V64A	C22	V64B	E06	V64B	L10	V64B	P13	V64B	P17	RK	1
CDIQ0165	M13	CDIV0165	G07	372.1508	V64A	O04	V64A	O08	V64A	L14	V64A	N19	V64A	J22	V64B	N02	V64B	O10	V64B	P11	V64B	E21	RM	1
CDIQ0165	O13	CDIV0165	H07	344.1195	V64A	G05	V64A	A09	V64A	B15	V64A	N17	V64A	G23	V64B	I04	V64B	D09	V64B	N16	V64B	O18	RO	1
CDIQ0165	B13	CDIV0167	A07	321.0493	V64A	C05	V64A	N08	V64A	C11	V64A	N16	V64B	G01	V64B	F05	V64B	O08	V64B	I14	V64B	J18	RB	1
CDIQ0165	D13	CDIV0167	B07	281.1112	V64A	C05	V64A	I07	V64A	F12	V64A	J15	V64A	J21	V64B	O01	V64B	E09	V64B	P12	V64B	H17	RD	1
