srcplate384	srcwell384	srcplate96	srcwell96	mass	destplate1	destwell1	destplate2	destwell2	destplate3	destwell3	destplate4	destwell4	destplate5	destwell5	destplate6	destwell6	destplate7	destwell7	destplate8	destwell8	destplate9	destwell9	destplate10	destwell10
CDIQ0285	C10	CDIV0286	B05	420.1719	V64A	C06	V64A	F07	V64A	M14	V64A	L18	V64A	F21	V64B	O05	V64B	H10	V64B	N14	V64B	E19	RC	1
CDIQ0285	E10	CDIV0286	C05	432.0911	V64A	C03	V64A	N10	V64A	H15	V64A	J16	V64B	F02	V64B	F03	V64B	B09	V64B	O11	V64B	M19	RE	1
CDIQ0285	G10	CDIV0286	D05	376.1457	V64A	C02	V64A	J09	V64A	O13	V64A	E20	V64A	N22	V64B	H06	V64B	G12	V64B	K12	V64B	B20	RG	1
CDIQ0285	I10	CDIV0286	E05	350.1300	V64A	A04	V64A	H08	V64A	K13	V64A	J17	V64A	D23	V64B	I04	V64B	C07	V64B	C16	V64B	H19	RI	1
CDIQ0285	K10	CDIV0286	F05	407.1879	V64A	J04	V64A	C07	V64A	H15	V64A	E17	V64A	B23	V64B	N05	V64B	B08	V64B	A14	V64B	P18	RK	1
CDIQ0285	M10	CDIV0286	G05	435.1828	V64A	O03	V64A	J06	V64A	D11	V64A	D20	V64A	E21	V64B	N02	V64B	F12	V64B	P15	V64B	L18	RM	1
CDIQ0285	O10	CDIV0286	H05	392.1406	V64A	F01	V64A	L09	V64A	B16	V64A	D18	V64A	F23	V64B	M01	V64B	N10	V64B	B13	V64B	A18	RO	1
CDIQ0285	B10	CDIV0288	A05	348.1045	V64A	K01	V64A	N05	V64A	A14	V64A	P19	V64A	J23	V64B	M05	V64B	D07	V64B	H16	V64B	C22	RB	1
CDIQ0285	D10	CDIV0288	B05	440.0977	V64A	J02	V64A	N09	V64A	G16	V64A	A17	V64A	G21	V64B	P01	V64B	G07	V64B	M11	V64B	O19	RD	1
CDIQ0285	F10	CDIV0288	C05	399.1253	V64A	N02	V64A	K06	V64A	C13	V64A	F20	V64A	E23	V64B	L01	V64B	G10	V64B	N13	V64B	H20	RF	1
CDIQ0285	H10	CDIV0288	D05	334.0888	V64A	C03	V64A	G07	V64A	D14	V64A	D19	V64A	P21	V64B	D04	V64B	O07	V64B	J14	V64B	B22	RH	1
CDIQ0285	J10	CDIV0288	E05	357.1311	V64A	H05	V64A	E09	V64A	E12	V64A	O16	V64B	H01	V64B	B03	V64B	H11	V64B	I16	V64B	H21	RJ	1
CDIQ0285	L10	CDIV0288	F05	357.1311	V64A	D01	V64A	P09	V64A	A16	V64A	O19	V64A	B23	V64B	J03	V64B	A12	V64B	L14	V64B	D21	RL	1
CDIQ0285	N10	CDIV0288	G05	373.1260	V64A	F01	V64A	J05	V64A	J13	V64A	P15	V64A	D23	V64B	O05	V64B	E11	V64B	I12	V64B	H19	RN	1
CDIQ0285	P10	CDIV0288	H05	372.1420	V64A	C06	V64A	O06	V64A	O12	V64A	N18	V64A	A24	V64B	J03	V64B	F08	V64B	M16	V64B	P17	RP	1
CDIQ0285	A11	CDIV0285	A06	426.1613	V64A	L02	V64A	H09	V64A	I13	V64A	O15	V64A	A21	V64B	M01	V64B	C11	V64B	G14	V64B	E18	RA	1
CDIQ0285	C11	CDIV0285	B06	442.1199	V64A	N01	V64A	O05	V64A	F11	V64A	K17	V64A	N22	V64B	N05	V64B	E10	V64B	J16	V64B	D18	RC	1
CDIQ0285	E11	CDIV0285	C06	412.1457	V64A	I03	V64A	P09	V64A	O11	V64A	I19	V64A	G24	V64B	N04	V64B	G12	V64B	C14	V64B	E22	RE	1
CDIQ0285	G11	CDIV0285	D06	348.1144	V64A	A05	V64A	M10	V64A	F11	V64A	H17	V64B	H02	V64B	M04	V64B	M07	V64B	I11	V64B	C19	RG	1
CDIQ0285	I11	CDIV0285	E06	378.1613	V64A	P02	V64A	F07	V64A	L12	V64A	P20	V64A	G23	V64B	O04	V64B	E12	V64B	I16	V64B	O20	RI	1
CDIQ0285	K11	CDIV0285	F06	426.1613	V64A	H06	V64A	C08	V64A	H11	V64A	K17	V64B	E01	V64B	I03	V64B	A08	V64B	P11	V64B	G19	RK	1
CDIQ0285	M11	CDIV0285	G06	366.1249	V64A	K03	V64A	J08	V64A	H13	V64A	P20	V64B	D01	V64B	I04	V64B	K10	V64B	J16	V64B	O20	RM	1
CDIQ0285	O11	CDIV0285	H06	438.1613	V64A	C05	V64A	A10	V64A	L12	V64A	H20	V64B	F02	V64B	L04	V64B	E12	V64B	C14	V64B	D18	RO	1
CDIQ0285	B11	CDIV0287	A06	341.1991	V64A	A05	V64A	G10	V64A	J12	V64A	O19	V64A	D24	V64B	K06	V64B	L10	V64B	N12	V64B	G22	RB	1
CDIQ0285	D11	CDIV0287	B06	362.2569	V64A	A04	V64A	K09	V64A	G14	V64A	O16	V64A	O24	V64B	M02	V64B	O09	V64B	G13	V64B	F21	RD	1
CDIQ0285	F11	CDIV0287	C06	382.2256	V64A	C03	V64A	D08	V64A	D11	V64A	P15	V64A	C21	V64B	C05	V64B	M09	V64B	F16	V64B	B17	RF	1
CDIQ0285	H11	CDIV0287	D06	410.2569	V64A	P02	V64A	I06	V64A	B11	V64A	J15	V64A	A22	V64B	L05	V64B	O09	V64B	K16	V64B	H22	RH	1
CDIQ0285	J11	CDIV0287	E06	411.2522	V64A	C02	V64A	G08	V64A	O12	V64A	I15	V64A	N23	V64B	O01	V64B	O10	V64B	E14	V64B	I20	RJ	1
CDIQ0285	L11	CDIV0287	F06	365.2025	V64A	J04	V64A	P05	V64A	G16	V64A	O20	V64A	C24	V64B	M02	V64B	G10	V64B	J16	V64B	E21	RL	1
CDIQ0285	N11	CDIV0287	G06	371.1733	V64A	N02	V64A	N05	V64A	G14	V64A	F20	V64A	D22	V64B	C05	V64B	J10	V64B	B16	V64B	K18	RN	1
CDIQ0285	P11	CDIV0287	H06	350.1842	V64A	D06	V64A	B08	V64A	B12	V64A	M20	V64A	D22	V64B	I03	V64B	E11	V64B	O13	V64B	H21	RP	1
CDIQ0285	A12	CDIV0286	A06	433.1671	V64A	E05	V64A	G08	V64A	B13	V64A	O17	V64A	H24	V64B	J01	V64B	A08	V64B	J14	V64B	K20	RA	1
CDIQ0285	C12	CDIV0286	B06	404.1770	V64A	C04	V64A	D10	V64A	I12	V64A	G18	V64A	C22	V64B	P01	V64B	L08	V64B	P15	V64B	F20	RC	1
CDIQ0285	E12	CDIV0286	C06	440.1770	V64A	I04	V64A	J09	V64A	G11	V64A	G20	V64A	B22	V64B	D06	V64B	G07	V64B	O16	V64B	B17	RE	1
CDIQ0285	G12	CDIV0286	D06	408.1719	V64A	E03	V64A	F08	V64A	C15	V64A	F17	V64A	G23	V64B	G04	V64B	D09	V64B	I13	V64B	B21	RG	1
CDIQ0285	I12	CDIV0286	E06	419.1879	V64A	G03	V64A	O10	V64A	D11	V64A	B20	V64B	E01	V64B	L03	V64B	J08	V64B	P12	V64B	E22	RI	1
CDIQ0285	K12	CDIV0286	F06	461.2348	V64A	B03	V64A	N08	V64A	G16	V64A	E19	V64A	P24	V64B	O06	V64B	H10	V64B	A14	V64B	F22	RK	1
CDIQ0285	M12	CDIV0286	G06	461.2348	V64A	C06	V64A	O10	V64A	O11	V64A	L18	V64A	O22	V64B	A03	V64B	L08	V64B	F14	V64B	H17	RM	1
CDIQ0285	O12	CDIV0286	H06	424.1490	V64A	I04	V64A	I09	V64A	J13	V64A	K19	V64A	P22	V64B	I02	V64B	I09	V64B	F14	V64B	I19	RO	1
CDIQ0285	B12	CDIV0288	A06	416.1318	V64A	D03	V64A	F09	V64A	D15	V64A	K15	V64A	L23	V64B	L04	V64B	E12	V64B	H16	V64B	J17	RB	1
CDIQ0285	D12	CDIV0288	B06	391.1155	V64A	N02	V64A	L09	V64A	H12	V64A	P17	V64A	C24	V64B	F06	V64B	K10	V64B	F16	V64B	H17	RD	1
CDIQ0285	F12	CDIV0288	C06	331.1155	V64A	J04	V64A	A08	V64A	B14	V64A	J16	V64A	B21	V64B	K06	V64B	C11	V64B	O15	V64B	B22	RF	1
CDIQ0285	H12	CDIV0288	D06	331.1155	V64A	E05	V64A	I08	V64A	O13	V64A	O18	V64A	E21	V64B	M06	V64B	B10	V64B	N11	V64B	L17	RH	1
CDIQ0285	J12	CDIV0288	E06	375.1417	V64A	G03	V64A	J09	V64A	E11	V64A	I16	V64A	M21	V64B	K03	V64B	A07	V64B	O12	V64B	G17	RJ	1
CDIQ0285	L12	CDIV0288	F06	388.1733	V64A	O04	V64A	P10	V64A	H16	V64A	M16	V64B	A01	V64B	I06	V64B	I07	V64B	L11	V64B	P17	RL	1
CDIQ0285	N12	CDIV0288	G06	388.1369	V64A	F05	V64A	H09	V64A	I11	V64A	H18	V64A	I21	V64B	P02	V64B	C09	V64B	H16	V64B	D19	RN	1
CDIQ0285	P12	CDIV0288	H06	357.1311	V64A	P03	V64A	A10	V64A	M14	V64A	M18	V64A	F24	V64B	E04	V64B	J09	V64B	O11	V64B	D19	RP	1
CDIQ0285	A13	CDIV0285	A07	426.1613	V64A	N04	V64A	M10	V64A	N11	V64A	J20	V64A	C24	V64B	N04	V64B	O09	V64B	P14	V64B	P18	RA	1
CDIQ0285	C13	CDIV0285	B07	419.1879	V64A	M01	V64A	K05	V64A	M14	V64A	I19	V64A	K21	V64B	G04	V64B	I10	V64B	M11	V64B	C22	RC	1
CDIQ0285	E13	CDIV0285	C07	451.1566	V64A	C05	V64A	O07	V64A	B13	V64A	A19	V64B	H02	V64B	B03	V64B	H12	V64B	D14	V64B	M20	RE	1
CDIQ0285	G13	CDIV0285	D07	418.1926	V64A	P01	V64A	K05	V64A	F12	V64A	L18	V64B	G02	V64B	G03	V64B	L09	V64B	F16	V64B	H21	RG	1
CDIQ0285	I13	CDIV0285	E07	394.1562	V64A	F01	V64A	N08	V64A	F11	V64A	F19	V64B	F01	V64B	P01	V64B	B11	V64B	B14	V64B	L19	RI	1
CDIQ0285	K13	CDIV0285	F07	380.1406	V64A	D05	V64A	M08	V64A	A12	V64A	A19	V64A	P24	V64B	G03	V64B	O07	V64B	D14	V64B	N20	RK	1
CDIQ0285	M13	CDIV0285	G07	421.1671	V64A	B05	V64A	B07	V64A	A16	V64A	K18	V64A	I24	V64B	K01	V64B	J10	V64B	P14	V64B	M17	RM	1
CDIQ0285	O13	CDIV0285	H07	470.2239	V64A	L02	V64A	B07	V64A	G14	V64A	N18	V64A	H22	V64B	L02	V64B	A12	V64B	I11	V64B	D19	RO	1
CDIQ0285	B13	CDIV0287	A07	291.1834	V64A	I02	V64A	J08	V64A	L14	V64A	J18	V64A	P23	V64B	P06	V64B	G09	V64B	O14	V64B	K17	RB	1
CDIQ0285	D13	CDIV0287	B07	276.1474	V64A	D06	V64A	B10	V64A	F14	V64A	D20	V64A	L24	V64B	I04	V64B	H09	V64B	I13	V64B	G19	RD	1
CDIQ0285	F13	CDIV0287	C07	360.2413	V64A	A02	V64A	K06	V64A	O12	V64A	B19	V64A	P21	V64B	F05	V64B	I10	V64B	L15	V64B	C22	RF	1
CDIQ0285	H13	CDIV0287	D07	325.1678	V64A	C01	V64A	L07	V64A	D11	V64A	L20	V64B	E02	V64B	M02	V64B	K09	V64B	E16	V64B	J19	RH	1
CDIQ0285	J13	CDIV0287	E07	368.2100	V64A	M03	V64A	M06	V64A	H16	V64A	C17	V64A	E21	V64B	G05	V64B	G11	V64B	H14	V64B	K19	RJ	1
CDIQ0285	L13	CDIV0287	F07	367.2147	V64A	J02	V64A	K05	V64A	J11	V64A	C20	V64B	D02	V64B	H06	V64B	I07	V64B	M12	V64B	O17	RL	1
CDIQ0285	N13	CDIV0287	G07	387.2410	V64A	B02	V64A	M06	V64A	E15	V64A	F17	V64A	I22	V64B	M05	V64B	P08	V64B	M16	V64B	A22	RN	1
CDIQ0285	P13	CDIV0287	H07	292.1688	V64A	H03	V64A	O09	V64A	D11	V64A	M17	V64A	E24	V64B	I05	V64B	M10	V64B	O16	V64B	I20	RP	1
CDIQ0285	A14	CDIV0286	A07	390.1613	V64A	F05	V64A	G09	V64A	N14	V64A	L18	V64A	M23	V64B	P01	V64B	C08	V64B	M11	V64B	M19	RA	1
CDIQ0285	C14	CDIV0286	B07	404.1770	V64A	O02	V64A	I05	V64A	M13	V64A	F17	V64A	H22	V64B	C04	V64B	B09	V64B	I12	V64B	M20	RC	1
CDIQ0285	E14	CDIV0286	C07	378.1249	V64A	B02	V64A	P06	V64A	K14	V64A	K20	V64A	E21	V64B	H05	V64B	J10	V64B	L12	V64B	K18	RE	1
CDIQ0285	G14	CDIV0286	D07	467.1879	V64A	F06	V64A	A08	V64A	O11	V64A	L20	V64A	I24	V64B	J01	V64B	N09	V64B	B16	V64B	D21	RG	1
CDIQ0285	I14	CDIV0286	E07	380.1206	V64A	E02	V64A	I06	V64A	A15	V64A	J15	V64A	K22	V64B	K06	V64B	M09	V64B	K16	V64B	J18	RI	1
CDIQ0285	K14	CDIV0286	F07	383.1315	V64A	O01	V64A	O08	V64A	A15	V64A	I19	V64B	B02	V64B	N04	V64B	I07	V64B	L16	V64B	K19	RK	1
CDIQ0285	M14	CDIV0286	G07	392.0842	V64A	G02	V64A	G10	V64A	H13	V64A	C18	V64A	K22	V64B	C06	V64B	E07	V64B	L12	V64B	F18	RM	1
CDIQ0285	O14	CDIV0286	H07	430.1363	V64A	D05	V64A	H07	V64A	J14	V64A	G17	V64A	K24	V64B	B04	V64B	K09	V64B	K15	V64B	A21	RO	1
CDIQ0285	B14	CDIV0288	A07	366.0951	V64A	J04	V64A	I05	V64A	F16	V64A	A19	V64A	E21	V64B	F04	V64B	H12	V64B	K13	V64B	D18	RB	1
CDIQ0285	D14	CDIV0288	B07	371.1667	V64A	M04	V64A	M09	V64A	G15	V64A	M18	V64A	C22	V64B	H04	V64B	I09	V64B	M13	V64B	E17	RD	1
CDIQ0285	F14	CDIV0288	C07	403.1354	V64A	J01	V64A	O05	V64A	J12	V64A	O17	V64B	B02	V64B	J02	V64B	E07	V64B	K12	V64B	C20	RF	1
CDIQ0285	H14	CDIV0288	D07	343.1354	V64A	D06	V64A	D08	V64A	A11	V64A	O17	V64B	E02	V64B	N01	V64B	I08	V64B	O15	V64B	E20	RH	1
CDIQ0285	J14	CDIV0288	E07	329.1198	V64A	M03	V64A	D10	V64A	L12	V64A	O16	V64A	I21	V64B	J03	V64B	F10	V64B	N12	V64B	P19	RJ	1
CDIQ0285	L14	CDIV0288	F07	387.1617	V64A	F06	V64A	P07	V64A	B11	V64A	F20	V64B	B02	V64B	I03	V64B	E07	V64B	L11	V64B	M18	RL	1
CDIQ0285	N14	CDIV0288	G07	364.0994	V64A	A02	V64A	H07	V64A	F13	V64A	K15	V64A	F24	V64B	M01	V64B	C10	V64B	N14	V64B	G20	RN	1
CDIQ0285	P14	CDIV0288	H07	378.1150	V64A	B04	V64A	L05	V64A	A16	V64A	N17	V64A	J21	V64B	J04	V64B	K07	V64B	L11	V64B	C19	RP	1
CDIQ0285	A15	CDIV0285	A08	440.1770	V64A	E04	V64A	B08	V64A	J13	V64A	M16	V64A	E21	V64B	E05	V64B	F11	V64B	N15	V64B	H17	RA	1
CDIQ0285	C15	CDIV0285	B08	448.2144	V64A	O04	V64A	L06	V64A	J11	V64A	C18	V64A	N21	V64B	F04	V64B	H09	V64B	L11	V64B	F18	RC	1
CDIQ0285	E15	CDIV0285	C08	469.2035	V64A	J03	V64A	K09	V64A	K12	V64A	L20	V64A	F24	V64B	G03	V64B	H10	V64B	F14	V64B	P18	RE	1
CDIQ0285	G15	CDIV0285	D08	405.1722	V64A	P02	V64A	K08	V64A	D16	V64A	C18	V64A	G21	V64B	L04	V64B	B12	V64B	L13	V64B	G20	RG	1
CDIQ0285	I15	CDIV0285	E08	448.2144	V64A	G06	V64A	M08	V64A	L14	V64A	L19	V64A	J23	V64B	G04	V64B	C09	V64B	E14	V64B	C21	RI	1
CDIQ0285	K15	CDIV0285	F08	463.2505	V64A	G04	V64A	K08	V64A	P11	V64A	N18	V64A	P23	V64B	L02	V64B	E12	V64B	G13	V64B	B17	RK	1
CDIQ0285	M15	CDIV0285	G08	497.2348	V64A	D03	V64A	M07	V64A	D16	V64A	N15	V64B	H02	V64B	L03	V64B	D09	V64B	C15	V64B	D22	RM	1
CDIQ0285	O15	CDIV0285	H08	464.1803	V64A	E01	V64A	O08	V64A	H15	V64A	J18	V64A	C24	V64B	P01	V64B	D12	V64B	P14	V64B	H17	RO	1
CDIQ0285	B15	CDIV0287	A08	397.2266	V64A	M04	V64A	P08	V64A	M13	V64A	H20	V64B	F01	V64B	P03	V64B	B09	V64B	N13	V64B	C21	RB	1
CDIQ0285	D15	CDIV0287	B08	384.2062	V64A	B05	V64A	N08	V64A	B12	V64A	N19	V64B	C02	V64B	N03	V64B	F09	V64B	P15	V64B	E19	RD	1
CDIQ0285	F15	CDIV0287	C08	372.1950	V64A	H01	V64A	C08	V64A	F11	V64A	N18	V64A	A21	V64B	H06	V64B	I09	V64B	D16	V64B	I19	RF	1
CDIQ0285	H15	CDIV0287	D08	386.2107	V64A	O02	V64A	I07	V64A	F12	V64A	I20	V64A	K22	V64B	P02	V64B	B10	V64B	M13	V64B	F18	RH	1
CDIQ0285	J15	CDIV0287	E08	393.2165	V64A	A05	V64A	M08	V64A	G11	V64A	D20	V64A	E24	V64B	E04	V64B	E12	V64B	B13	V64B	N19	RJ	1
CDIQ0285	L15	CDIV0287	F08	376.2263	V64A	H06	V64A	I06	V64A	F11	V64A	O19	V64A	H21	V64B	J06	V64B	F09	V64B	G16	V64B	G22	RL	1
CDIQ0285	N15	CDIV0287	G08	393.2529	V64A	N02	V64A	N07	V64A	G14	V64A	E20	V64A	F22	V64B	P02	V64B	C10	V64B	N13	V64B	O17	RN	1
CDIQ0285	P15	CDIV0287	H08	470.2794	V64A	I02	V64A	O06	V64A	I13	V64A	G18	V64A	N22	V64B	J02	V64B	D12	V64B	I15	V64B	C18	RP	1
CDIQ0285	A16	CDIV0286	A08	422.1676	V64A	P02	V64A	B07	V64A	O11	V64A	E20	V64B	H02	V64B	C03	V64B	B12	V64B	E15	V64B	H21	RA	1
CDIQ0285	C16	CDIV0286	B08	452.1894	V64A	L03	V64A	G10	V64A	I11	V64A	K15	V64B	D01	V64B	M03	V64B	G10	V64B	C13	V64B	B20	RC	1
CDIQ0285	E16	CDIV0286	C08	485.1785	V64A	O04	V64A	N10	V64A	L14	V64A	J16	V64A	M21	V64B	L03	V64B	B08	V64B	M12	V64B	D17	RE	1
CDIQ0285	G16	CDIV0286	D08	428.1240	V64A	P03	V64A	P05	V64A	O13	V64A	M19	V64A	F23	V64B	F06	V64B	F11	V64B	M12	V64B	A19	RG	1
CDIQ0285	I16	CDIV0286	E08	460.1468	V64A	K03	V64A	K06	V64A	H16	V64A	K17	V64B	A01	V64B	M04	V64B	L07	V64B	E16	V64B	B22	RI	1
CDIQ0285	K16	CDIV0286	F08	453.1370	V64A	C01	V64A	D09	V64A	F11	V64A	M18	V64A	A24	V64B	M06	V64B	J08	V64B	M14	V64B	O17	RK	1
CDIQ0285	M16	CDIV0286	G08	394.1363	V64A	M01	V64A	P09	V64A	D15	V64A	A20	V64A	K22	V64B	L06	V64B	D08	V64B	F16	V64B	B18	RM	1
CDIQ0285	O16	CDIV0286	H08	428.1206	V64A	G02	V64A	E07	V64A	A13	V64A	J18	V64A	A21	V64B	A05	V64B	G07	V64B	B14	V64B	O18	RO	1
CDIQ0285	B16	CDIV0288	A08	398.1413	V64A	C04	V64A	H10	V64A	C12	V64A	P15	V64A	J22	V64B	B05	V64B	D09	V64B	K13	V64B	G20	RB	1
CDIQ0285	D16	CDIV0288	B08	244.1576	V64A	G06	V64A	A07	V64A	I13	V64A	B18	V64A	L23	V64B	J03	V64B	J07	V64B	J13	V64B	P19	RD	1
CDIQ0285	F16	CDIV0288	C08	256.1576	V64A	H06	V64A	N09	V64A	B15	V64A	A17	V64B	E01	V64B	N04	V64B	E07	V64B	L12	V64B	N17	RF	1
CDIQ0285	H16	CDIV0288	D08	282.1168	V64A	B06	V64A	K08	V64A	B15	V64A	O20	V64A	I24	V64B	N06	V64B	G07	V64B	H16	V64B	J17	RH	1
CDIQ0285	J16	CDIV0288	E08	332.1136	V64A	C06	V64A	L08	V64A	O14	V64A	H19	V64B	A02	V64B	O06	V64B	K07	V64B	H16	V64B	F20	RJ	1
CDIQ0285	L16	CDIV0288	F08	232.1212	V64A	D06	V64A	E08	V64A	A16	V64A	D17	V64B	B01	V64B	F06	V64B	G11	V64B	J13	V64B	P17	RL	1
CDIQ0285	N16	CDIV0288	G08	308.1161	V64A	A02	V64A	B08	V64A	N11	V64A	H17	V64A	I23	V64B	D05	V64B	D12	V64B	D14	V64B	E21	RN	1
CDIQ0285	P16	CDIV0288	H08	304.1576	V64A	J02	V64A	N08	V64A	D15	V64A	C19	V64A	M24	V64B	P04	V64B	A12	V64B	G13	V64B	G18	RP	1
CDIQ0285	A17	CDIV0285	A09	489.2661	V64A	F03	V64A	L07	V64A	L11	V64A	G19	V64A	E23	V64B	L04	V64B	C09	V64B	L15	V64B	G17	RA	1
CDIQ0285	C17	CDIV0285	B09	456.1719	V64A	L03	V64A	O06	V64A	N11	V64A	K16	V64A	C22	V64B	D03	V64B	F10	V64B	M15	V64B	F18	RC	1
CDIQ0285	E17	CDIV0285	C09	412.1457	V64A	A01	V64A	M06	V64A	J11	V64A	O15	V64B	G01	V64B	A05	V64B	A09	V64B	F15	V64B	B18	RE	1
CDIQ0285	G17	CDIV0285	D09	392.1770	V64A	C02	V64A	N09	V64A	G14	V64A	O18	V64A	O21	V64B	M02	V64B	D08	V64B	B15	V64B	D22	RG	1
CDIQ0285	I17	CDIV0285	E09	449.1621	V64A	K04	V64A	I05	V64A	B16	V64A	K18	V64A	J22	V64B	L01	V64B	M10	V64B	N16	V64B	O18	RI	1
CDIQ0285	K17	CDIV0285	F09	404.1770	V64A	G04	V64A	F07	V64A	F11	V64A	P20	V64A	M23	V64B	E06	V64B	H08	V64B	F14	V64B	H18	RK	1
CDIQ0285	M17	CDIV0285	G09	375.1253	V64A	B06	V64A	K10	V64A	H12	V64A	M16	V64A	N22	V64B	A03	V64B	K09	V64B	O12	V64B	B19	RM	1
CDIQ0285	O17	CDIV0285	H09	424.1457	V64A	H06	V64A	M07	V64A	K11	V64A	F18	V64A	H23	V64B	L05	V64B	E11	V64B	M14	V64B	F20	RO	1
CDIQ0285	B17	CDIV0287	A09	389.1852	V64A	J03	V64A	N10	V64A	J13	V64A	H19	V64A	H21	V64B	E05	V64B	O07	V64B	A15	V64B	L17	RB	1
CDIQ0285	D17	CDIV0287	B09	416.2212	V64A	G05	V64A	D07	V64A	H15	V64A	C17	V64A	F21	V64B	B04	V64B	C09	V64B	I11	V64B	G20	RD	1
CDIQ0285	F17	CDIV0287	C09	338.1743	V64A	N01	V64A	L09	V64A	D13	V64A	A17	V64A	M21	V64B	O01	V64B	L10	V64B	C13	V64B	D20	RF	1
CDIQ0285	H17	CDIV0287	D09	406.1805	V64A	E04	V64A	H08	V64A	H13	V64A	I17	V64B	E02	V64B	H03	V64B	A09	V64B	K15	V64B	F22	RH	1
CDIQ0285	J17	CDIV0287	E09	416.2212	V64A	E02	V64A	N09	V64A	G12	V64A	L18	V64A	F23	V64B	L02	V64B	K10	V64B	C16	V64B	N18	RJ	1
CDIQ0285	L17	CDIV0287	F09	438.2743	V64A	P01	V64A	F07	V64A	O11	V64A	P18	V64A	I24	V64B	K01	V64B	M10	V64B	D15	V64B	K20	RL	1
CDIQ0285	N17	CDIV0287	G09	462.2267	V64A	E03	V64A	C07	V64A	F14	V64A	G17	V64B	H02	V64B	I02	V64B	C09	V64B	I11	V64B	B18	RN	1
CDIQ0285	P17	CDIV0287	H09	414.2056	V64A	G03	V64A	M06	V64A	D14	V64A	I20	V64A	H21	V64B	J03	V64B	E12	V64B	G13	V64B	J20	RP	1
CDIQ0285	A18	CDIV0286	A09	470.1676	V64A	E02	V64A	L10	V64A	D11	V64A	D19	V64A	D21	V64B	P05	V64B	O10	V64B	M15	V64B	N20	RA	1
CDIQ0285	C18	CDIV0286	B09	319.1685	V64A	J03	V64A	H10	V64A	N12	V64A	H20	V64A	I24	V64B	B06	V64B	A09	V64B	B16	V64B	G18	RC	1
CDIQ0285	E18	CDIV0286	C09	305.1528	V64A	H01	V64A	B07	V64A	N14	V64A	J17	V64A	D22	V64B	P03	V64B	O10	V64B	P13	V64B	K19	RE	1
CDIQ0285	G18	CDIV0286	D09	241.1215	V64A	B01	V64A	K09	V64A	D16	V64A	B20	V64A	H24	V64B	E06	V64B	E10	V64B	M12	V64B	G22	RG	1
CDIQ0285	I18	CDIV0286	E09	287.1634	V64A	E01	V64A	C08	V64A	B13	V64A	N15	V64A	I24	V64B	J05	V64B	P09	V64B	M12	V64B	E22	RI	1
CDIQ0285	K18	CDIV0286	F09	257.1528	V64A	N01	V64A	F07	V64A	K13	V64A	L17	V64A	N24	V64B	A05	V64B	K07	V64B	A14	V64B	O17	RK	1
CDIQ0285	M18	CDIV0286	G09	333.1841	V64A	I02	V64A	M05	V64A	M11	V64A	C20	V64B	H01	V64B	B06	V64B	D07	V64B	L11	V64B	K17	RM	1
CDIQ0285	O18	CDIV0286	H09	354.2420	V64A	K02	V64A	B09	V64A	J13	V64A	M19	V64A	G23	V64B	D05	V64B	H12	V64B	D16	V64B	J18	RO	1
CDIQ0285	B18	CDIV0288	A09	336.1638	V64A	N04	V64A	B08	V64A	J14	V64A	A19	V64A	G24	V64B	G04	V64B	F09	V64B	G13	V64B	C17	RB	1
CDIQ0285	D18	CDIV0288	B09	348.1474	V64A	C02	V64A	E07	V64A	E11	V64A	N15	V64A	G21	V64B	E06	V64B	C07	V64B	L14	V64B	B19	RD	1
CDIQ0285	F18	CDIV0288	C09	252.0932	V64A	A03	V64A	M06	V64A	O13	V64A	C17	V64A	D24	V64B	P04	V64B	K10	V64B	M14	V64B	H22	RF	1
CDIQ0285	H18	CDIV0288	D09	281.1198	V64A	C04	V64A	N06	V64A	J13	V64A	G20	V64A	I22	V64B	C05	V64B	K09	V64B	F16	V64B	H21	RH	1
CDIQ0285	J18	CDIV0288	E09	233.0987	V64A	H03	V64A	M08	V64A	E12	V64A	F17	V64A	B24	V64B	H06	V64B	D11	V64B	K15	V64B	M20	RJ	1
CDIQ0285	L18	CDIV0288	F09	275.1456	V64A	L04	V64A	D07	V64A	K14	V64A	P17	V64A	J22	V64B	C03	V64B	H09	V64B	B14	V64B	F21	RL	1
CDIQ0285	N18	CDIV0288	G09	275.1456	V64A	B03	V64A	M05	V64A	M12	V64A	L15	V64A	L22	V64B	N06	V64B	N07	V64B	H16	V64B	G19	RN	1
CDIQ0285	P18	CDIV0288	H09	277.1249	V64A	G04	V64A	F07	V64A	O12	V64A	K19	V64A	C21	V64B	P03	V64B	C09	V64B	I14	V64B	E19	RP	1
CDIQ0285	A19	CDIV0285	A10	391.1566	V64A	K03	V64A	L05	V64A	M13	V64A	D17	V64A	L21	V64B	H03	V64B	M08	V64B	E14	V64B	J19	RA	1
CDIQ0285	C19	CDIV0285	B10	378.1249	V64A	C04	V64A	O09	V64A	C12	V64A	I18	V64A	E24	V64B	K04	V64B	A11	V64B	N14	V64B	A19	RC	1
CDIQ0285	E19	CDIV0285	C10	404.1770	V64A	F02	V64A	K08	V64A	F13	V64A	J17	V64B	G02	V64B	E03	V64B	O08	V64B	M14	V64B	G22	RE	1
CDIQ0285	G19	CDIV0285	D10	405.1722	V64A	E03	V64A	A09	V64A	N14	V64A	J17	V64A	M24	V64B	J03	V64B	M10	V64B	J16	V64B	F19	RG	1
